,startIdx,endIdx,length
2242,15843085,15843091,6
2243,15846791,15846799,8
2244,15874442,15874445,3
2245,15879065,15879068,3
2246,15882511,15882514,3
2247,15892943,15892952,9
2248,15903232,15903253,21
2249,15914720,15914726,6
2250,15917147,15917154,7
2251,15938663,15938668,5
2252,15939280,15939285,5
2253,15948299,15948316,17
2254,15948736,15948741,5
2255,15950294,15950301,7
2256,15954112,15954125,13
2257,15976414,15976418,4
2258,15990976,15990981,5
2259,15997732,15997740,8
2260,16039642,16039830,188
2261,16043971,16044159,188
2262,16044778,16045347,569
2263,16045633,16046202,569
2264,16048780,16049064,284
2265,16049921,16050205,284
2266,16050779,16051633,854
2267,16052490,16052774,284
2268,16053917,16054486,569
2269,16055627,16055911,284
2270,16056197,16056481,284
2271,16075025,16075034,9
2272,16080989,16080994,5
2273,16094401,16094406,5
2274,16111524,16111528,4
2275,16118857,16118863,6
2276,16119136,16119143,7
2277,16119156,16119161,5
2278,16122064,16122069,5
2279,16124389,16124403,14
2280,16124534,16124539,5
2281,16129083,16129088,5
2282,16133414,16133437,23
2283,16141929,16141935,6
2284,16151540,16151543,3
2285,16154156,16154162,6
2286,16156644,16156650,6
2287,16168070,16168076,6
2288,16188252,16188259,7
2289,16195708,16195712,4
2290,16198671,16198675,4
2291,16204055,16204061,6
2292,16211106,16211118,12
2293,16213117,16213122,5
2294,16214423,16214427,4
2295,16215558,16215564,6
2296,16218519,16218525,6
2297,16223079,16223819,740
2298,16224155,16224510,355
2299,16225230,16225346,116
2300,16226058,16229691,3633
2301,16281455,16281461,6
2302,16292985,16292991,6
2303,16304451,16304457,6
2304,16305472,16305478,6
2305,16306131,16306136,5
2306,16311099,16311107,8
2307,16311124,16311128,4
2308,16312074,16312079,5
2309,16315653,16315661,8
2310,16320630,16320636,6
2311,16322857,16322861,4
2312,16323272,16323275,3
2313,16340969,16345960,4991
2314,16346714,16348388,1674
2315,16349992,16349998,6
2316,16352956,16352959,3
2317,16367017,16367020,3
2318,16367570,16367575,5
2319,16375114,16375120,6
2320,16397553,16397560,7
2321,16400407,16400410,3
2322,16410431,16410438,7
2323,16418686,16418694,8
2324,16436344,16436349,5
2325,16439947,16439951,4
2326,16440127,16440133,6
2327,16451342,16451347,5
2328,16453993,16453997,4
2329,16487400,16487407,7
2330,16487864,16487867,3
2331,16499524,16499529,5
2332,16500361,16500367,6
2333,16503529,16503535,6
2334,16504556,16504561,5
2335,16517248,16517259,11
2336,16521398,16521404,6
2337,16521416,16521422,6
2338,16541592,16541597,5
2339,16542568,16542573,5
2340,16542991,16542995,4
2341,16544285,16544288,3
2342,16547845,16547850,5
2343,16556455,16556458,3
2344,16558300,16558377,77
2345,16558705,16558794,89
2346,16566899,16566976,77
2347,16567304,16567393,89
2348,16567875,16567880,5
2349,16597608,16597614,6
2350,16606154,16606157,3
2351,16606305,16606308,3
2352,16618444,16618447,3
2353,16620573,16620596,23
2354,16620828,16620836,8
2355,16621558,16621563,5
2356,16626132,16626148,16
2357,16628365,16628371,6
2358,16656553,16656556,3
2359,16664264,16664269,5
2360,16664552,16664558,6
2361,16675461,16675470,9
2362,16680245,16680252,7
2363,16682579,16682586,7
2364,16689481,16689486,5
2365,16689872,16689877,5
2366,16693403,16693406,3
2367,16698271,16698277,6
2368,16698465,16698474,9
2369,16701246,16701250,4
2370,16706485,16706492,7
2371,16707462,16707468,6
2372,16713478,16713486,8
2373,16719745,16719750,5
2374,16721361,16721365,4
2375,16726448,16726455,7
2376,16728133,16728143,10
2377,16733339,16733346,7
2378,16733428,16733439,11
2379,16733542,16733548,6
2380,16737526,16737540,14
2381,16767626,16767633,7
2382,16775516,16775529,13
2383,16776054,16776062,8
2384,16799332,16799335,3
2385,16806777,16806782,5
2386,16807634,16807637,3
2387,16807790,16807799,9
2388,16808072,16808077,5
2389,16818656,16818668,12
2390,16824014,16824024,10
2391,16826358,16826361,3
2392,16827771,16827779,8
2393,16833492,16833496,4
2394,16834920,16834927,7
2395,16835311,16835316,5
2396,16839160,16839167,7
2397,16856543,16856552,9
2398,16856739,16856746,7
2399,16860414,16860422,8
2400,16865149,16865153,4
2401,16866072,16866076,4
2402,16866110,16866113,3
2403,16869320,16869325,5
2404,16875014,16875020,6
2405,16881027,16881035,8
2406,16884976,16884982,6
2407,16894645,16894651,6
2408,16897066,16897072,6
2409,16904655,16904669,14
2410,16907152,16907161,9
2411,16907798,16907817,19
2412,16909121,16909144,23
2413,16928778,16928788,10
2414,16933164,16933178,14
2415,16935015,16935023,8
2416,16936345,16936380,35
2417,16943356,16943364,8
2418,16947266,16947285,19
2419,16949300,16949306,6
2420,16951390,16951395,5
2421,16954627,16954632,5
2422,16960897,16960902,5
2423,16962019,16962024,5
2424,16964169,16964174,5
2425,16970813,16970824,11
2426,16979374,16979378,4
2427,17008167,17008173,6
2428,17022485,17022496,11
2429,17070787,17070791,4
2430,17072483,17072488,5
2431,17073020,17073043,23
2432,17073292,17073297,5
2433,17087356,17087361,5
2434,17099398,17099401,3
2435,17101309,17101318,9
2436,17106588,17106593,5
2437,17114509,17115897,1388
2438,17116763,17118260,1497
2439,17118372,17118967,595
2440,17132591,17132598,7
2441,17134622,17134625,3
2442,17153956,17153959,3
2443,17160627,17160632,5
2444,17166536,17166539,3
2445,17179638,17179647,9
2446,17183584,17183590,6
2447,17187548,17187553,5
2448,17191143,17191150,7
2449,17195420,17195545,125
2450,17195774,17197193,1419
2451,17198527,17199412,885
2452,17201183,17201188,5
2453,17202184,17202188,4
2454,17224470,17224476,6
2455,17224578,17224585,7
2456,17235456,17235461,5
2457,17247691,17247696,5
2458,17250074,17250085,11
2459,17255958,17255964,6
2460,17262370,17262410,40
2461,17269639,17269642,3
2462,17271755,17271763,8
2463,17280211,17280216,5
2464,17280393,17280397,4
2465,17283618,17283633,15
2466,17286996,17287010,14
2467,17289279,17289282,3
2468,17310391,17310396,5
2469,17327428,17327434,6
2470,17328419,17328422,3
2471,17330229,17330251,22
2472,17337972,17337978,6
2473,17341324,17341330,6
2474,17354762,17354784,22
2475,17356329,17356335,6
2476,17363962,17363966,4
2477,17364387,17364390,3
2478,17365043,17365049,6
2479,17369203,17369206,3
2480,17372868,17372874,6
2481,17377594,17377600,6
2482,17378917,17378924,7
2483,17382158,17382165,7
2484,17395172,17395177,5
2485,17402392,17402396,4
2486,17408464,17408468,4
2487,17408786,17408790,4
2488,17415639,17415648,9
2489,17422921,17422926,5
2490,17431458,17431493,35
2491,17444117,17444123,6
2492,17446995,17447002,7
2493,17459354,17459361,7
2494,17469404,17469407,3
2495,17475129,17475143,14
2496,17475719,17475722,3
2497,17484185,17484191,6
2498,17488731,17488745,14
2499,17506319,17506326,7
2500,17513776,17513783,7
2501,17514348,17514355,7
2502,17514372,17514387,15
2503,17520255,17520263,8
2504,17522570,17522581,11
2505,17525514,17525519,5
2506,17534212,17534217,5
2507,17543192,17543196,4
2508,17543947,17543952,5
2509,17546672,17546677,5
2510,17557284,17557328,44
2511,17559773,17559776,3
2512,17564434,17564439,5
2513,17571390,17571395,5
2514,17571568,17571571,3
2515,17582974,17582977,3
2516,17604262,17604269,7
2517,17622116,17622121,5
2518,17623019,17623026,7
2519,17636157,17636164,7
2520,17641362,17641365,3
2521,17658876,17658880,4
2522,17662986,17662993,7
2523,17664381,17664386,5
2524,17665883,17665889,6
2525,17671978,17671982,4
2526,17696132,17696135,3
2527,17698448,17698457,9
2528,17699240,17699249,9
2529,17703546,17703550,4
2530,17728049,17728057,8
2531,17738408,17738412,4
2532,17740901,17740907,6
2533,17741160,17741164,4
2534,17741671,17741678,7
2535,17744044,17744057,13
2536,17749543,17749551,8
2537,17752018,17752026,8
2538,17756048,17756052,4
2539,17759602,17759619,17
2540,17770823,17770829,6
2541,17770902,17770905,3
2542,17770920,17770929,9
2543,17775511,17775520,9
2544,17777660,17777665,5
2545,17785908,17785911,3
2546,17795726,17795953,227
2547,17796774,17796783,9
2548,17801094,17801101,7
2549,17804773,17804780,7
2550,17804789,17804796,7
2551,17806703,17806709,6
2552,17807514,17807528,14
2553,17815423,17815470,47
2554,17827380,17827384,4
2555,17831355,17831363,8
2556,17837902,17837908,6
2557,17839295,17839301,6
2558,17843942,17843945,3
2559,17852364,17852371,7
2560,17854263,17854268,5
2561,17865508,17865514,6
2562,17869399,17869403,4
2563,17869928,17869933,5
2564,17875262,17875270,8
2565,17876320,17876344,24
2566,17879875,17879888,13
2567,17884035,17884040,5
2568,17888499,17892750,4251
2569,17895122,17895446,324
2570,17896419,17896838,419
2571,17897301,17898454,1153
2572,17898654,17902905,4251
2573,17903839,17904258,419
2574,17904723,17905876,1153
2575,17907150,17907154,4
2576,17908243,17908247,4
2577,17919607,17919615,8
2578,17923088,17923095,7
2579,17927469,17927472,3
2580,17930921,17930930,9
2581,17931815,17931821,6
2582,17936371,17936380,9
2583,17937223,17937226,3
2584,17950221,17950224,3
2585,17957592,17957597,5
2586,17992141,17992147,6
2587,18000277,18000289,12
2588,18007340,18007363,23
2589,18013401,18013408,7
2590,18014155,18014160,5
2591,18025182,18025189,7
2592,18026549,18026555,6
2593,18028178,18028186,8
2594,18047597,18047600,3
2595,18067838,18067844,6
2596,18069811,18069816,5
2597,18070891,18070899,8
2598,18074886,18074889,3
2599,18075692,18075695,3
2600,18076417,18076421,4
2601,18077217,18077224,7
2602,18077555,18077558,3
2603,18079677,18079684,7
2604,18082337,18082341,4
2605,18083834,18083837,3
2606,18089190,18089203,13
2607,18106921,18106927,6
2608,18113212,18113218,6
2609,18116868,18116872,4
2610,18117189,18117194,5
2611,18122580,18122589,9
2612,18158530,18158535,5
2613,18170041,18170047,6
2614,18201344,18201350,6
2615,18206235,18206242,7
2616,18208422,18208431,9
2617,18209674,18209679,5
2618,18209704,18209709,5
2619,18212048,18212053,5
2620,18212472,18212477,5
2621,18220663,18220667,4
2622,18222030,18222034,4
2623,18242999,18243004,5
2624,18244992,18245008,16
2625,18248428,18248432,4
2626,18253226,18253233,7
2627,18255579,18255604,25
2628,18257912,18257923,11
2629,18260345,18260358,13
2630,18260473,18260478,5
2631,18261353,18261356,3
2632,18265063,18265068,5
2633,18267251,18267256,5
2634,18271119,18271128,9
2635,18271658,18271662,4
2636,18280848,18280855,7
2637,18280886,18280889,3
2638,18284897,18284908,11
2639,18287666,18287669,3
2640,18289324,18289338,14
2641,18289866,18289871,5
2642,18290022,18290049,27
2643,18290064,18290070,6
2644,18293493,18293501,8
2645,18303384,18303387,3
2646,18304918,18304923,5
2647,18306743,18306752,9
2648,18311026,18311031,5
2649,18317094,18317097,3
2650,18372113,18372121,8
2651,18373695,18373698,3
2652,18376200,18376203,3
2653,18386350,18386354,4
2654,18388740,18388747,7
2655,18393287,18393294,7
2656,18403415,18403418,3
2657,18404416,18404419,3
2658,18404928,18404935,7
2659,18423778,18423784,6
2660,18429664,18429887,223
2661,18430614,18434533,3919
2662,18434587,18434744,157
2663,18436145,18436149,4
2664,18443848,18443861,13
2665,18454777,18454782,5
2666,18459368,18459439,71
2667,18480595,18480603,8
2668,18481046,18481050,4
2669,18481486,18481489,3
2670,18484975,18484981,6
2671,18485621,18485625,4
2672,18489369,18489372,3
2673,18490172,18490177,5
2674,18496996,18497001,5
2675,18508725,18508736,11
2676,18509312,18509315,3
2677,18509746,18509754,8
2678,18510621,18510630,9
2679,18511461,18511466,5
2680,18529056,18529063,7
2681,18539439,18539443,4
2682,18539696,18539704,8
2683,18540200,18540206,6
2684,18552055,18552061,6
2685,18555525,18555667,142
2686,18556405,18556561,156
2687,18558429,18558443,14
2688,18560056,18560070,14
2689,18560097,18560116,19
2690,18562278,18562285,7
2691,18598161,18598165,4
2692,18619943,18619964,21
2693,18622617,18622623,6
2694,18627796,18627802,6
2695,18630923,18630934,11
2696,18631121,18631127,6
2697,18633180,18633188,8
2698,18634568,18634575,7
2699,18634630,18634633,3
2700,18644709,18644718,9
2701,18647267,18647272,5
2702,18656186,18656191,5
2703,18663942,18663949,7
2704,18673962,18673986,24
2705,18676903,18676909,6
2706,18679666,18679689,23
2707,18679960,18679966,6
2708,18681735,18681764,29
2709,18684597,18684612,15
2710,18684756,18684762,6
2711,18690225,18690231,6
2712,18694485,18694494,9
2713,18696219,18696230,11
2714,18698241,18698246,5
2715,18701383,18701397,14
2716,18755278,18755407,129
2717,18756559,18756944,385
2718,18757376,18757877,501
2719,18776718,18776725,7
2720,18780985,18781049,64
2721,18782739,18782782,43
2722,18783067,18783071,4
2723,18784518,18784524,6
2724,18785908,18785972,64
2725,18787424,18787467,43
2726,18787752,18787756,4
2727,18789574,18789587,13
2728,18791798,18791805,7
2729,18792275,18792279,4
2730,18804221,18804234,13
2731,18812564,18812585,21
2732,18825517,18825524,7
2733,18838768,18838781,13
2734,18839997,18840007,10
2735,18843245,18843266,21
2736,18843980,18843983,3
2737,18854551,18854557,6
2738,18855464,18855470,6
2739,18856620,18856625,5
2740,18857562,18857568,6
2741,18874158,18874163,5
2742,18880995,18880999,4
2743,18881028,18881032,4
2744,18892475,18892483,8
2745,18895454,18895459,5
2746,18896773,18896778,5
2747,18896797,18896802,5
2748,18899596,18899604,8
2749,18903200,18903206,6
2750,18931117,18931129,12
2751,18958757,18959112,355
2752,18959832,18964293,4461
2753,18966824,18966831,7
2754,18974372,18974378,6
2755,18975429,18975436,7
2756,18985653,18985659,6
2757,18991544,18991550,6
2758,18991986,18991990,4
2759,19000103,19000109,6
2760,19028139,19028144,5
2761,19028840,19028850,10
2762,19035193,19035198,5
2763,19061744,19061841,97
2764,19062329,19064869,2540
2765,19072199,19072204,5
2766,19074539,19074543,4
2767,19074631,19074639,8
2768,19076536,19076542,6
2769,19122276,19122283,7
2770,19122339,19122344,5
2771,19138402,19140201,1799
2772,19156457,19156463,6
2773,19158011,19158014,3
2774,19164352,19164360,8
2775,19170388,19170392,4
2776,19170819,19170823,4
2777,19172216,19172223,7
2778,19175106,19175111,5
2779,19181325,19181332,7
2780,19183590,19183598,8
2781,19184716,19184719,3
2782,19184803,19184812,9
2783,19189583,19189587,4
2784,19190353,19190388,35
2785,19192343,19192348,5
2786,19196513,19196516,3
2787,19197167,19197173,6
2788,19207164,19207167,3
2789,19222132,19222151,19
2790,19222205,19222211,6
2791,19222238,19222246,8
2792,19241906,19241910,4
2793,19244014,19244022,8
2794,19246534,19246539,5
2795,19250987,19250993,6
2796,19259600,19259609,9
2797,19259905,19259911,6
2798,19264033,19264038,5
2799,19269902,19269908,6
2800,19287747,19287752,5
2801,19300776,19300781,5
2802,19311850,19311855,5
2803,19312359,19312364,5
2804,19314903,19314909,6
2805,19315786,19315789,3
2806,19321141,19321145,4
2807,19330719,19330724,5
2808,19349848,19349853,5
2809,19382142,19382145,3
2810,19394124,19394130,6
2811,19394911,19394915,4
2812,19403321,19403325,4
2813,19411806,19411811,5
2814,19420339,19420343,4
2815,19472214,19472249,35
2816,19472673,19472678,5
2817,19475324,19475329,5
2818,19479188,19479196,8
2819,19480484,19480491,7
2820,19484209,19484218,9
2821,19484239,19484243,4
2822,19488804,19488819,15
2823,19491127,19491131,4
2824,19498201,19498205,4
2825,19498241,19498245,4
2826,19498849,19498854,5
2827,19517970,19517973,3
2828,19527702,19527705,3
2829,19532419,19532433,14
2830,19532899,19532932,33
2831,19533787,19533790,3
2832,19533802,19533808,6
2833,19538649,19538657,8
2834,19543732,19543739,7
2835,19545303,19545307,4
2836,19545318,19545323,5
2837,19562880,19562885,5
2838,19565228,19565232,4
2839,19567016,19567023,7
2840,19583858,19583865,7
2841,19589237,19589245,8
2842,19590441,19590459,18
2843,19593088,19593091,3
2844,19607739,19607743,4
2845,19627050,19627056,6
2846,19641859,19641867,8
2847,19659256,19659263,7
2848,19669928,19669937,9
2849,19671033,19671044,11
2850,19679283,19679286,3
2851,19682322,19682327,5
2852,19688119,19688127,8
2853,19692636,19692644,8
2854,19710056,19710060,4
2855,19710622,19710646,24
2856,19715472,19715508,36
2857,19716608,19716616,8
2858,19724269,19724274,5
2859,19726588,19726593,5
2860,19728463,19728470,7
2861,19729041,19729047,6
2862,19738355,19738360,5
2863,19739408,19739416,8
2864,19740639,19740652,13
2865,19742588,19742611,23
2866,19743779,19743783,4
2867,19745788,19745795,7
2868,19747596,19747602,6
2869,19755098,19755117,19
2870,19769721,19769727,6
2871,19783279,19783283,4
2872,19786801,19786806,5
2873,19797472,19797646,174
2874,19798076,19798230,154
2875,19803078,19803276,198
2876,19804321,19804495,174
2877,19810141,19810146,5
2878,19857352,19857357,5
2879,19872964,19872985,21
2880,19885342,19885347,5
2881,19888947,19888953,6
2882,19891609,19891616,7
2883,19907734,19907747,13
2884,19908048,19908965,917
2885,19909811,19913957,4146
2886,19914481,19915070,589
2887,19915116,19918075,2959
2888,19918560,19918813,253
2889,19919398,19920538,1140
2890,19920573,19921510,937
2891,19921596,19922259,663
2892,19922426,19925126,2700
2893,19926015,19926272,257
2894,19927098,19928414,1316
2895,19928722,19928967,245
2896,19929013,19929313,300
2897,19929652,19933188,3536
2898,19933540,19933846,306
2899,19933997,19934137,140
2900,19935830,19936387,557
2901,19937229,19939129,1900
2902,19939468,19942832,3364
2903,19943356,19943990,634
2904,19944282,19944943,661
2905,19945171,19945215,44
2906,19945679,19946242,563
2907,19947084,19947555,471
2908,19948078,19950975,2897
2909,19951730,19952288,558
2910,19952571,19955710,3139
2911,19956237,19957023,786
2912,19957305,19958445,1140
2913,19960845,19960866,21
2914,19962790,19962796,6
2915,19965648,19965651,3
2916,19966164,19966170,6
2917,19966416,19966424,8
2918,19998969,19998974,5
2919,20005961,20005966,5
2920,20009469,20009473,4
2921,20015571,20015586,15
2922,20030610,20030618,8
2923,20033664,20034701,1037
2924,20035463,20035716,253
2925,20036312,20036813,501
2926,20037033,20037038,5
2927,20051968,20051973,5
2928,20093862,20093867,5
2929,20102212,20102216,4
2930,20134524,20134528,4
2931,20143715,20143720,5
2932,20146174,20146180,6
2933,20154877,20154884,7
2934,20171403,20171409,6
2935,20171533,20171680,147
2936,20172029,20172105,76
2937,20175135,20176499,1364
2938,20176865,20177568,703
2939,20178242,20181808,3566
2940,20182233,20182575,342
2941,20183250,20187471,4221
2942,20187593,20187629,36
2943,20188731,20195725,6994
2944,20196447,20196977,530
2945,20197385,20203441,6056
2946,20204171,20204701,530
2947,20205427,20207490,2063
2948,20209233,20212803,3570
2949,20213122,20213252,130
2950,20213607,20214074,467
2951,20214337,20214600,263
2952,20214912,20215511,599
2953,20216889,20218763,1874
2954,20219518,20220455,937
2955,20220774,20220904,130
2956,20221289,20226498,5209
2957,20227253,20227783,530
2958,20228614,20228956,342
2959,20229343,20230702,1359
2960,20238093,20238096,3
2961,20239276,20239281,5
2962,20240195,20240200,5
2963,20245738,20245747,9
2964,20249048,20249056,8
2965,20250488,20250492,4
2966,20263455,20263461,6
2967,20283961,20283967,6
2968,20284205,20284211,6
2969,20290806,20300293,9487
2970,20300713,20310200,9487
2971,20311148,20311156,8
2972,20328285,20328291,6
2973,20335750,20335755,5
2974,20358218,20358229,11
2975,20376068,20376076,8
2976,20378257,20378569,312
2977,20395033,20395044,11
2978,20407704,20407714,10
2979,20411625,20411631,6
2980,20413510,20413525,15
2981,20420012,20420016,4
2982,20424246,20424251,5
2983,20431912,20431916,4
2984,20442656,20442933,277
2985,20446465,20446483,18
2986,20460981,20460986,5
2987,20463596,20463604,8
2988,20464909,20465186,277
2989,20471109,20471115,6
2990,20474332,20474340,8
2991,20478969,20478974,5
2992,20481232,20481237,5
2993,20482418,20482421,3
2994,20494948,20494959,11
2995,20504271,20504413,142
2996,20505152,20505308,156
2997,20516273,20516276,3
2998,20517684,20517687,3
2999,20518197,20518202,5
3000,20520427,20520436,9
3001,20527034,20527055,21
3002,20527727,20527888,161
3003,20541613,20541619,6
3004,20552653,20552659,6
3005,20574386,20574547,161
3006,20576119,20576168,49
3007,20591717,20591723,6
3008,20605741,20605747,6
3009,20616802,20616810,8
3010,20633601,20633606,5
3011,20638759,20638763,4
3012,20645192,20645196,4
3013,20645849,20645856,7
3014,20662445,20662452,7
3015,20663106,20663110,4
3016,20664594,20664602,8
3017,20669818,20669863,45
3018,20670212,20670257,45
3019,20671860,20671867,7
3020,20673716,20673898,182
3021,20675440,20675622,182
3022,20675954,20676017,63
3023,20676532,20676595,63
3024,20684034,20684040,6
3025,20685496,20685501,5
3026,20692619,20692625,6
3027,20692850,20692857,7
3028,20693058,20693062,4
3029,20695686,20695693,7
3030,20713608,20713625,17
3031,20725741,20725745,4
3032,20745502,20745505,3
3033,20747343,20747346,3
3034,20751582,20751588,6
3035,20753944,20753973,29
3036,20761330,20761333,3
3037,20770382,20770388,6
3038,20779077,20779086,9
3039,20783145,20783152,7
3040,20783199,20783204,5
3041,20786091,20786110,19
3042,20794094,20794100,6
3043,20796243,20796248,5
3044,20801302,20801309,7
3045,20803952,20803956,4
3046,20806402,20806423,21
3047,20838206,20842667,4461
3048,20865216,20865222,6
3049,20888938,20888943,5
3050,20894909,20894916,7
3051,20894953,20894968,15
3052,20909212,20909223,11
3053,20928976,20928981,5
3054,20930603,20930624,21
3055,20948247,20948250,3
3056,20957696,20960893,3197
3057,20977514,20977526,12
3058,21002527,21002532,5
3059,21004819,21004824,5
3060,21024453,21024456,3
3061,21025174,21025177,3
3062,21026877,21026880,3
3063,21031994,21031997,3
3064,21035559,21035563,4
3065,21037061,21037082,21
3066,21037789,21037794,5
3067,21039198,21039205,7
3068,21048697,21048705,8
3069,21052121,21052129,8
3070,21061255,21061258,3
3071,21065995,21066003,8
3072,21067743,21067751,8
3073,21067976,21067990,14
3074,21069668,21069676,8
3075,21070777,21070784,7
3076,21072135,21072138,3
3077,21072204,21072211,7
3078,21077297,21077302,5
3079,21078422,21078433,11
3080,21079219,21079223,4
3081,21082251,21082258,7
3082,21082944,21082949,5
3083,21086240,21086950,710
3084,21088084,21088089,5
3085,21090323,21090328,5
3086,21094695,21094701,6
3087,21097210,21097215,5
3088,21105559,21105567,8
3089,21111087,21111095,8
3090,21125641,21125648,7
3091,21129214,21129219,5
3092,21147468,21148344,876
3093,21148394,21148618,224
3094,21149655,21149696,41
3095,21150272,21152644,2372
3096,21152836,21152887,51
3097,21153707,21154398,691
3098,21158687,21159563,876
3099,21159613,21159837,224
3100,21160874,21160915,41
3101,21161448,21163820,2372
3102,21164012,21164063,51
3103,21164853,21165544,691
3104,21177890,21177897,7
3105,21191367,21191372,5
3106,21216385,21216390,5
3107,21220771,21220778,7
3108,21232595,21232604,9
3109,21255409,21255412,3
3110,21270535,21270544,9
3111,21280717,21280728,11
3112,21285533,21285537,4
3113,21289086,21289093,7
3114,21291499,21291506,7
3115,21295493,21295501,8
3116,21309922,21309927,5
3117,21313056,21313061,5
3118,21315787,21315792,5
3119,21317315,21317322,7
3120,21320299,21320308,9
3121,21329867,21329882,15
3122,21329904,21329911,7
3123,21352317,21352322,5
3124,21357782,21357789,7
3125,21362564,21362582,18
3126,21379677,21379687,10
3127,21381569,21381574,5
3128,21389605,21389611,6
3129,21392283,21392297,14
3130,21393461,21393466,5
3131,21398596,21398603,7
3132,21440895,21440902,7
3133,21452260,21452265,5
3134,21458971,21459057,86
3135,21459654,21459673,19
3136,21460778,21461067,289
3137,21461697,21462162,465
3138,21462636,21462818,182
3139,21468822,21468827,5
3140,21471480,21471491,11
3141,21472869,21472875,6
3142,21526484,21526505,21
3143,21532311,21532316,5
3144,21534260,21534272,12
3145,21535958,21536459,501
3146,21536517,21536561,44
3147,21538730,21539087,357
3148,21541580,21541594,14
3149,21544519,21545839,1320
3150,21545966,21546924,958
3151,21547447,21548772,1325
3152,21549340,21549352,12
3153,21550831,21550846,15
3154,21551608,21552643,1035
3155,21553848,21553911,63
3156,21556251,21556256,5
3157,21558757,21558763,6
3158,21591376,21591379,3
3159,21595397,21595402,5
3160,21605095,21605102,7
3161,21606092,21606185,93
3162,21606516,21606669,153
3163,21606850,21608628,1778
3164,21608760,21614990,6230
3165,21615432,21622029,6597
3166,21623057,21623583,526
3167,21635509,21635512,3
3168,21639771,21639776,5
3169,21640269,21640291,22
3170,21642401,21643175,774
3171,21645086,21646883,1797
3172,21649374,21650021,647
3173,21650205,21650280,75
3174,21650889,21651764,875
3175,21652506,21652736,230
3176,21655365,21655387,22
3177,21660242,21660248,6
3178,21662258,21662386,128
3179,21662932,21663595,663
3180,21663762,21665705,1943
3181,21673490,21673804,314
3182,21674554,21674869,315
3183,21675355,21675452,97
3184,21678266,21678420,154
3185,21680650,21680824,174
3186,21681259,21681413,154
3187,21683811,21684454,643
3188,21686261,21686459,198
3189,21687481,21687503,22
3190,21687923,21688148,225
3191,21689382,21689551,169
3192,21690631,21692074,1443
3193,21692667,21692778,111
3194,21693558,21693658,100
3195,21693786,21693977,191
3196,21695310,21695760,450
3197,21696892,21697083,191
3198,21698852,21698860,8
3199,21701298,21701489,191
3200,21702846,21703071,225
3201,21704335,21704526,191
3202,21704779,21704953,174
3203,21706075,21706175,100
3204,21709631,21709653,22
3205,21710084,21710238,154
3206,21712537,21712543,6
3207,21714039,21714079,40
3208,21714697,21715053,356
3209,21715667,21715731,64
3210,21718842,21719199,357
3211,21721680,21721694,14
3212,21723905,21724340,435
3213,21724834,21724844,10
3214,21726261,21726269,8
3215,21727029,21727649,620
3216,21728143,21728660,517
3217,21728866,21729072,206
3218,21729888,21730210,322
3219,21731130,21731565,435
3220,21731867,21731967,100
3221,21738286,21738292,6
3222,21742076,21742279,203
3223,21743035,21743225,190
3224,21744393,21744547,154
3225,21747645,21747745,100
3226,21751176,21751184,8
3227,21752204,21752368,164
3228,21759273,21759437,164
3229,21763069,21763091,22
3230,21764064,21764095,31
3231,21765547,21765557,10
3232,21772608,21772631,23
3233,21772743,21773344,601
3234,21774538,21774600,62
3235,21778418,21778452,34
3236,21786498,21786539,41
3237,21796748,21796761,13
3238,21797231,21797258,27
3239,21797564,21797621,57
3240,21799204,21799673,469
3241,21800439,21800462,23
3242,21800919,21801033,114
3243,21802779,21806315,3536
3244,21814230,21816299,2069
3245,21816876,21817137,261
3246,21817951,21819011,1060
3247,21819918,21822080,2162
3248,21822544,21822576,32
3249,21825140,21827810,2670
3250,21828078,21828553,475
3251,21831283,21831389,106
3252,21833898,21836252,2354
3253,21837945,21838066,121
3254,21838622,21838760,138
3255,21839390,21840524,1134
3256,21841036,21841491,455
3257,21843849,21843871,22
3258,21844791,21844822,31
3259,21852508,21853904,1396
3260,21855089,21855486,397
3261,21860087,21861493,1406
3262,21862257,21862647,390
3263,21865459,21865691,232
3264,21866654,21866711,57
3265,21869591,21870060,469
3266,21870822,21870845,23
3267,21871302,21871340,38
3268,21873116,21875454,2338
3269,21875758,21878788,3030
3270,21879868,21880899,1031
3271,21883013,21884853,1840
3272,21885138,21887064,1926
3273,21888646,21890644,1998
3274,21891570,21892777,1207
3275,21893240,21894227,987
3276,21896001,21897906,1905
3277,21898429,21900462,2033
3278,21901178,21901533,355
3279,21902096,21903416,1320
3280,21903867,21905654,1787
3281,21907817,21907878,61
3282,21908627,21909074,447
3283,21913661,21913758,97
3284,21914244,21914357,113
3285,21917994,21918022,28
3286,21920204,21920227,23
3287,21920339,21920940,601
3288,21922134,21922196,62
3289,21924908,21924942,34
3290,21927715,21927737,22
3291,21929362,21929403,41
3292,21939290,21939303,13
3293,21939773,21939800,27
3294,21942520,21942886,366
3295,21942979,21942989,10
3296,21944224,21944338,114
3297,21946187,21946231,44
3298,21953613,21953617,4
3299,21954827,21954867,40
3300,21955485,21955841,356
3301,21956458,21956522,64
3302,21956911,21956926,15
3303,21959172,21959194,22
3304,21963835,21963990,155
3305,21964279,21964896,617
3306,21965235,21966915,1680
3307,21968018,21968497,479
3308,21969212,21970017,805
3309,21971094,21971223,129
3310,21972805,21972835,30
3311,21977524,21977607,83
